,open,high,low,close,volume,value
2024-02-18 09:00:00,71500000.0,72158000.0,70669000.0,71964000.0,3622.39704322,258754010038.3827
2024-02-19 09:00:00,71968000.0,72412000.0,71728000.0,71755000.0,3590.53994514,258718607451.79404
2024-02-20 09:00:00,71755000.0,73100000.0,71010000.0,72191000.0,5210.9537578,374956852709.30115
2024-02-21 09:00:00,72160000.0,72465000.0,71100000.0,72397000.0,3784.15692927,271810716263.94452
2024-02-22 09:00:00,72397000.0,72399000.0,71458000.0,71601000.0,2956.43290437,212441719114.15668
2024-02-23 09:00:00,71600000.0,71835000.0,70657000.0,70805000.0,2937.89362228,209597391438.7119
2024-02-24 09:00:00,70804000.0,71467000.0,70542000.0,71107000.0,2768.92244263,196504422512.8034
2024-02-25 09:00:00,71107000.0,71595000.0,70907000.0,71256000.0,1867.42810931,132976936582.42847
2024-02-26 09:00:00,71254000.0,75000000.0,70000000.0,74742000.0,6152.52849944,445753506046.4029
2024-02-27 09:00:00,74741000.0,79183000.0,74554000.0,78619000.0,10168.66847875,789427020915.4601
2024-02-28 09:00:00,78621000.0,88424000.0,78082000.0,87634000.0,19254.09747335,1605842409329.8965
2024-02-29 09:00:00,87695000.0,90000000.0,85244000.0,85910000.0,14269.12684354,1247891807737.9043
2024-03-01 09:00:00,85911000.0,88500000.0,85910000.0,87397000.0,6256.97193595,545793423395.0005
2024-03-02 09:00:00,87397000.0,87724000.0,86090000.0,86383000.0,5481.66253212,475836197640.3118
2024-03-03 09:00:00,86382000.0,87993000.0,85000000.0,87982000.0,6017.57168637,520339172689.89
2024-03-04 09:00:00,87978000.0,95586000.0,87302000.0,95500000.0,13254.11820787,1211101233989.3242
2024-03-05 09:00:00,95500000.0,97000000.0,88024000.0,91275000.0,22134.5823534,2068791243827.417
2024-03-06 09:00:00,91284000.0,94917000.0,88233000.0,93325000.0,12290.20386486,1132969096241.1963
2024-03-07 09:00:00,93325000.0,95678000.0,92670000.0,94060000.0,5792.49252841,544938284330.71326
2024-03-08 09:00:00,94044000.0,98543000.0,94000000.0,96237000.0,8721.93321965,835209405680.1185
2024-03-09 09:00:00,96237000.0,96420000.0,95120000.0,95946000.0,3946.68168858,378536088958.2131
2024-03-10 09:00:00,95946000.0,98445000.0,95904000.0,97495000.0,5997.98580277,584591822773.3928
2024-03-11 09:00:00,97501000.0,101940000.0,95132000.0,100404000.0,14017.56814882,1394027929273.16
2024-03-12 09:00:00,100404000.0,102350000.0,99000000.0,101200000.0,8326.93269496,840639249935.1646
2024-03-13 09:00:00,101200000.0,104865000.0,100909000.0,104122000.0,7708.11925332,796117209603.253
2024-03-14 09:00:00,104121000.0,105000000.0,100000000.0,102506000.0,10526.11243481,1082636743178.8175
2024-03-15 09:00:00,102506000.0,104131000.0,95600000.0,101000000.0,17862.96961701,1768528691395.1565
2024-03-16 09:00:00,101010000.0,102407000.0,95700000.0,96767000.0,7805.49537673,773300912136.6715
2024-03-17 09:00:00,96769000.0,100299000.0,94300000.0,99922000.0,10512.20194197,1018011483571.2373
2024-03-18 09:00:00,99934000.0,100233000.0,97623000.0,99040000.0,6061.17057346,601364533012.1357
2024-03-19 09:00:00,99042000.0,99700000.0,92027000.0,92572000.0,14040.62247096,1333253975751.9326
2024-03-20 09:00:00,92541000.0,100216000.0,89845000.0,99726000.0,14156.97655657,1336501266984.0964
2024-03-21 09:00:00,99726000.0,99801000.0,95000000.0,95552000.0,7441.53702699,724759488812.2096
2024-03-22 09:00:00,95618000.0,96500000.0,92222000.0,93855000.0,6646.70819911,625975200849.2533
2024-03-23 09:00:00,93850000.0,95609000.0,92593000.0,93274000.0,3672.55444643,344921898105.8299
2024-03-24 09:00:00,93317000.0,97252000.0,93079000.0,96624000.0,3888.32456609,369010924364.2194
2024-03-25 09:00:00,96624000.0,100500000.0,95600000.0,99202000.0,7510.92358508,736915127805.8601
2024-03-26 09:00:00,99202000.0,100800000.0,98830000.0,100051000.0,5187.8255505,518625422690.3721
2024-03-27 09:00:00,100051000.0,101900000.0,98700000.0,99890000.0,6873.29706874,687535364829.5654
2024-03-28 09:00:00,99890000.0,101725000.0,99251000.0,100900000.0,5332.23099753,535926456305.18634
2024-03-29 09:00:00,100900000.0,101100000.0,99210000.0,99801000.0,4351.27001019,435401166585.58826
2024-03-30 09:00:00,99876000.0,100317000.0,99455000.0,99985000.0,1962.11149493,196155308244.61237
2024-03-31 09:00:00,99985000.0,101133000.0,99930000.0,100970000.0,2112.03397974,212087515001.09903
2024-04-01 09:00:00,100991000.0,101098000.0,98658000.0,100100000.0,4739.72230488,472761515355.0921
2024-04-02 09:00:00,100100000.0,100100000.0,95000000.0,96053000.0,8066.15019928,780975960649.7177
2024-04-03 09:00:00,96053000.0,97300000.0,94682000.0,96502000.0,4274.27113577,411426554028.0002
2024-04-04 09:00:00,96502000.0,99912000.0,95598000.0,99361000.0,4377.11634387,427159595437.90393
2024-04-05 09:00:00,99445000.0,99669000.0,96800000.0,98394000.0,3533.18774879,346785702174.4224
2024-04-06 09:00:00,98385000.0,99888000.0,97745000.0,99023000.0,1885.55868844,185840192041.35562
2024-04-07 09:00:00,99000000.0,100450000.0,98976000.0,99369000.0,2132.30263827,212381001693.2222
2024-04-08 09:00:00,99369000.0,103084000.0,99100000.0,102101000.0,5621.6941615,571091810718.5997
2024-04-09 09:00:00,102050000.0,102399000.0,98400000.0,99350000.0,4778.27379895,478845250480.8743
2024-04-10 09:00:00,99409000.0,101750000.0,97614000.0,100600000.0,4307.83087037,427447865181.8295
2024-04-11 09:00:00,100601000.0,101452000.0,100031000.0,100541000.0,3026.45443123,304817123210.9132
2024-04-12 09:00:00,100542000.0,101426000.0,98985000.0,99776000.0,5005.55856794,501138671632.28973
2024-04-13 09:00:00,99645000.0,100569000.0,95000000.0,97149000.0,9545.1942808,935752426506.9319
2024-04-14 09:00:00,97092000.0,99180000.0,95224000.0,98905000.0,6601.79791673,640496163193.9851
2024-04-15 09:00:00,98931000.0,99490000.0,95702000.0,96527000.0,5860.57730753,572334441333.4099
2024-04-16 09:00:00,96530000.0,96941000.0,93500000.0,95597000.0,6058.36670549,575142167083.7314
2024-04-17 09:00:00,95597000.0,96500000.0,90200000.0,91419000.0,7117.39044578,660323082104.5907
2024-04-18 09:00:00,91439000.0,94200000.0,90000000.0,93356000.0,5793.82700325,533379890524.8668
2024-04-19 09:00:00,93392000.0,95958000.0,88500000.0,93390000.0,8931.11165293,826226752319.6167
2024-04-20 09:00:00,93390000.0,95600000.0,92615000.0,94805000.0,2666.36468567,250942877130.00293
2024-04-21 09:00:00,94840000.0,95989000.0,94312000.0,94868000.0,2369.21252418,225327547192.15237
2024-04-22 09:00:00,94911000.0,97627000.0,94622000.0,97192000.0,3221.84889236,309448245996.401
2024-04-23 09:00:00,97239000.0,97592000.0,95246000.0,96045000.0,3179.44418004,305907337794.1537
2024-04-24 09:00:00,96071000.0,96627000.0,92734000.0,93534000.0,3593.11116027,340438754437.031
2024-04-25 09:00:00,93518000.0,94319000.0,91213000.0,92745000.0,3762.56315286,348460853187.8564
2024-04-26 09:00:00,92761000.0,93000000.0,91465000.0,91951000.0,2016.93752002,186024518912.63318
2024-04-27 09:00:00,91955000.0,92175000.0,90292000.0,91499000.0,2455.80711714,223315339244.9676
2024-04-28 09:00:00,91499000.0,92630000.0,90153000.0,90530000.0,1861.37990104,169995089305.7691
2024-04-29 09:00:00,90533000.0,92000000.0,88500000.0,91400000.0,4650.34162208,417019267508.9052
2024-04-30 09:00:00,91400000.0,92540000.0,85606000.0,87137000.0,7328.91773497,647143762714.2603
2024-05-01 09:00:00,87152000.0,87625000.0,80005000.0,83499000.0,15078.237548,1247874579269.3682
2024-05-02 09:00:00,83499000.0,84000000.0,80601000.0,83078000.0,5609.70236742,462472415374.88916
2024-05-03 09:00:00,83096000.0,89821000.0,82807000.0,89291000.0,8040.2538403,693338249542.2839
2024-05-04 09:00:00,89291000.0,91123000.0,87910000.0,90303000.0,4208.08896117,377188650331.0702
2024-05-05 09:00:00,90303000.0,90759000.0,88331000.0,90061000.0,2550.73818403,228798229172.96234
2024-05-06 09:00:00,90100000.0,91681000.0,88500000.0,88804000.0,3986.16458238,359037836997.4739
2024-05-07 09:00:00,88780000.0,90157000.0,87500000.0,87595000.0,2916.803769,259678493158.40872
2024-05-08 09:00:00,87595000.0,88566000.0,85109000.0,85872000.0,3819.52775807,332700514292.9092
2024-05-09 09:00:00,85872000.0,88500000.0,85020000.0,88116000.0,3096.80934359,267645945872.65704
2024-05-10 09:00:00,88116000.0,88480000.0,85120000.0,85842000.0,3277.85722892,284534708229.2591
2024-05-11 09:00:00,85842000.0,86500000.0,85209000.0,85791000.0,1299.78149293,111471508154.94107
2024-05-12 09:00:00,85791000.0,86978000.0,85618000.0,86521000.0,1042.82371152,89929598339.25037
2024-05-13 09:00:00,86521000.0,88485000.0,85410000.0,87928000.0,3085.90700562,269283280046.10648
2024-05-14 09:00:00,87934000.0,88225000.0,85801000.0,86500000.0,2756.81157854,239136551619.17407
2024-05-15 09:00:00,86500000.0,92444000.0,86200000.0,92111000.0,5272.78652607,473734749005.6969
2024-05-16 09:00:00,92111000.0,92860000.0,90250000.0,90800000.0,3657.22884649,334699904978.9204
2024-05-17 09:00:00,90839000.0,93123000.0,90700000.0,92646000.0,2713.8193315,249519198606.6008
2024-05-18 09:00:00,92632000.0,93500000.0,92337000.0,93066000.0,1821.32715047,169295118960.64792
2024-05-19 09:00:00,93066000.0,93990000.0,91843000.0,92185000.0,2335.84848532,217037553806.18616
2024-05-20 09:00:00,92185000.0,97264000.0,91931000.0,97260000.0,4413.1861654,416886189056.5984
2024-05-21 09:00:00,97260000.0,98150000.0,95571000.0,96700000.0,4609.75650446,447572373508.3656
2024-05-22 09:00:00,96717000.0,96999000.0,94640000.0,95421000.0,2799.80156982,268537986813.09387
2024-05-23 09:00:00,95421000.0,96881000.0,93000000.0,94900000.0,4396.1343619,417507248596.06085
2024-05-24 09:00:00,94897000.0,96160000.0,93300000.0,95214000.0,2489.94183313,235509732034.2646
2024-05-25 09:00:00,95214000.0,96598000.0,95192000.0,96240000.0,1452.89641348,139437862033.11826
2024-05-26 09:00:00,96240000.0,96590000.0,95400000.0,95610000.0,1583.87158304,152194945654.3936
2024-05-27 09:00:00,95634000.0,97360000.0,95050000.0,96050000.0,2667.48347563,256303977047.8687
2024-05-28 09:00:00,96050000.0,96119000.0,93654000.0,94600000.0,3176.96320333,300604135784.2556
2024-05-29 09:00:00,94654000.0,95232000.0,93440000.0,93910000.0,2475.18788783,233226273178.99045
2024-05-30 09:00:00,93910000.0,96120000.0,93620000.0,94943000.0,2703.78621192,255996014541.8591
2024-05-31 09:00:00,95005000.0,96000000.0,93700000.0,94505000.0,2203.22332533,209050615252.5121
2024-06-01 09:00:00,94504000.0,94850000.0,94361000.0,94720000.0,620.25035104,58706044440.81196
2024-06-02 09:00:00,94762000.0,95626000.0,94500000.0,95000000.0,1113.85982666,105872261448.48648
2024-06-03 09:00:00,95000000.0,97358000.0,94825000.0,95994000.0,2779.47684838,267415381863.87976
2024-06-04 09:00:00,95994000.0,97927000.0,95520000.0,97500000.0,2699.30531296,261246188651.128
2024-06-05 09:00:00,97490000.0,98989000.0,97280000.0,98385000.0,2709.00469092,266052740201.06946
2024-06-06 09:00:00,98385000.0,99400000.0,98009000.0,98334000.0,2226.53984487,219522291452.61084
2024-06-07 09:00:00,98320000.0,99650000.0,97219000.0,97919000.0,3319.13194888,326990960605.8829
2024-06-08 09:00:00,97919000.0,98278000.0,97750000.0,98125000.0,1083.63453147,106163964517.00305
2024-06-09 09:00:00,98137000.0,98400000.0,97710000.0,97983000.0,903.04585461,88498186805.20483
2024-06-10 09:00:00,97983000.0,98031000.0,96980000.0,97276000.0,1491.30862127,145257348150.08334
2024-06-11 09:00:00,97279000.0,97350000.0,93821000.0,95329000.0,3889.452394,369758493289.9728
2024-06-12 09:00:00,95329000.0,98204000.0,94502000.0,95934000.0,3395.53957526,327467722850.80164
2024-06-13 09:00:00,95930000.0,96356000.0,94107000.0,94614000.0,2161.15981221,205687345192.51294
2024-06-14 09:00:00,94614000.0,95202000.0,93001000.0,93978000.0,2232.32985005,210323777357.75565
2024-06-15 09:00:00,93979000.0,94268000.0,93546000.0,93910000.0,906.41818634,85103451469.52345
2024-06-16 09:00:00,93913000.0,94708000.0,93611000.0,94219000.0,841.90412208,79272815452.88979
2024-06-17 09:00:00,94219000.0,94442000.0,91559000.0,93588000.0,3306.85987741,307092672708.7484
2024-06-18 09:00:00,93589000.0,93699000.0,90638000.0,91649000.0,3084.47656922,283289620632.5299
2024-06-19 09:00:00,91649000.0,92727000.0,91170000.0,91555000.0,1711.11748826,157280746104.31015
2024-06-20 09:00:00,91549000.0,93581000.0,91500000.0,91780000.0,1989.14998554,183662665916.08588
2024-06-21 09:00:00,91753000.0,92031000.0,89501000.0,90308000.0,2713.72122916,245462226021.85233
2024-06-22 09:00:00,90308000.0,91086000.0,90141000.0,90874000.0,648.51462524,58876597356.40121
2024-06-23 09:00:00,90874000.0,91382000.0,89033000.0,89046000.0,1076.73789827,97216083240.50478
2024-06-24 09:00:00,89100000.0,89441000.0,83101000.0,85496000.0,7434.8292641,642782780185.859
2024-06-25 09:00:00,85495000.0,87981000.0,85032000.0,87450000.0,3359.06885104,290625255002.558
2024-06-26 09:00:00,87463000.0,88356000.0,85930000.0,86027000.0,1958.86652444,170172602843.6051
2024-06-27 09:00:00,86092000.0,87957000.0,85396000.0,86884000.0,1879.37091558,162614405577.3093
2024-06-28 09:00:00,86875000.0,87510000.0,84740000.0,85158000.0,2112.30766272,181740242265.76205
2024-06-29 09:00:00,85157000.0,86000000.0,85102000.0,85765000.0,750.29847644,64278180308.71439
2024-06-30 09:00:00,85765000.0,88490000.0,85370000.0,87920000.0,1407.83744184,122284229060.17992
2024-07-01 09:00:00,87920000.0,89644000.0,87609000.0,88253000.0,2120.47778236,187910215069.42743
2024-07-02 09:00:00,88259000.0,88847000.0,86987000.0,87248000.0,1525.13237149,133974236157.29668
2024-07-03 09:00:00,87270000.0,87623000.0,84508000.0,85331000.0,2823.97617467,241696760888.49173
2024-07-04 09:00:00,85331000.0,85592000.0,81207000.0,81680000.0,6151.28764968,508714299967.0383
2024-07-05 09:00:00,81680000.0,82544000.0,77335000.0,81118000.0,9719.19667539,771379661181.4397
2024-07-06 09:00:00,81118000.0,83202000.0,79938000.0,82826000.0,2664.49967064,217020180860.6007
2024-07-07 09:00:00,82850000.0,82940000.0,81580000.0,81683000.0,625.91811971,51544478680.83157
